The nanopore data from this textfile has been removed
Only the Illumina data and header remain...
Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host_Age,Host_disease,Host,Instrument,Isolate,Isolation_source,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,passage_history,Platform,ReleaseDate,Sample Name,SRA Study,STRAIN,Replicate,host_sex
SRR17415246,WGS,300,65520900,PRJNA793894,SAMN24592536,SARS-CoV-2: clinical or host-associated,37586731,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-11-16,public,"fastq,activ_sars2_vcf,sra","s3,gs","s3.us-east-1,gs.US",SRX13586834,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,Homo sapiens,Illumina MiSeq,Human pneumocyte-like cells (in vitro cell culture),Viral supernantants from pneumocyte infected cells,40.7882 N 73.9531 W,TD005760_AG_23590,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Passage 2,ILLUMINA,2022-01-03T00:00:00Z,70_30_1_24h,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y (70:30 ratio),Biological replicate 1,
SRR17415247,WGS,300,67662900,PRJNA793894,SAMN24592535,SARS-CoV-2: clinical or host-associated,42388041,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-11-16,public,"fastq,activ_sars2_vcf,sra","gs,s3","gs.US,s3.us-east-1",SRX13586833,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,Homo sapiens,Illumina MiSeq,Human pneumocyte-like cells (in vitro cell culture),Viral supernantants from pneumocyte infected cells,40.7882 N 73.9531 W,TD005760_AG_23586,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Passage 2,ILLUMINA,2022-01-03T00:00:00Z,60_40_3_24h,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y (60:40 ratio),Biological replicate 3,
SRR17415248,WGS,300,67977000,PRJNA793894,SAMN24592534,SARS-CoV-2: clinical or host-associated,42285818,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-11-16,public,"sra,fastq,activ_sars2_vcf","s3,gs","s3.us-east-1,gs.US",SRX13586832,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,Homo sapiens,Illumina MiSeq,Human pneumocyte-like cells (in vitro cell culture),Viral supernantants from pneumocyte infected cells,40.7882 N 73.9531 W,TD005760_AG_23585,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Passage 2,ILLUMINA,2022-01-03T00:00:00Z,60_40_2_24h,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y (60:40 ratio),Biological replicate 2,
SRR17415249,WGS,300,62807700,PRJNA793894,SAMN24592533,SARS-CoV-2: clinical or host-associated,39254949,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-11-16,public,"fastq,activ_sars2_vcf,sra","gs,s3","s3.us-east-1,gs.US",SRX13586831,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,Homo sapiens,Illumina MiSeq,Human pneumocyte-like cells (in vitro cell culture),Viral supernantants from pneumocyte infected cells,40.7882 N 73.9531 W,TD005760_AG_23584,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Passage 2,ILLUMINA,2022-01-03T00:00:00Z,60_40_1_24h,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y (60:40 ratio),Biological replicate 1,
SRR17415250,WGS,300,61644600,PRJNA793894,SAMN24592532,SARS-CoV-2: clinical or host-associated,38537061,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-11-16,public,"activ_sars2_vcf,fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX13586830,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,Homo sapiens,Illumina MiSeq,Human pneumocyte-like cells (in vitro cell culture),Viral supernantants from pneumocyte infected cells,40.7882 N 73.9531 W,TD005760_AG_23583,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Passage 2,ILLUMINA,2022-01-03T00:00:00Z,20_80_3_24h,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y (20:80 ratio),Biological replicate 3,
SRR17415251,WGS,300,65354100,PRJNA793894,SAMN24592531,SARS-CoV-2: clinical or host-associated,40857772,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-11-16,public,"activ_sars2_vcf,fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX13586829,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,Homo sapiens,Illumina MiSeq,Human pneumocyte-like cells (in vitro cell culture),Viral supernantants from pneumocyte infected cells,40.7882 N 73.9531 W,TD005760_AG_23582,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Passage 2,ILLUMINA,2022-01-03T00:00:00Z,20_80_2_24h,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y (20:80 ratio),Biological replicate 2,
SRR17415252,WGS,300,47648100,PRJNA793894,SAMN24592494,SARS-CoV-2: clinical or host-associated,25154233,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-06-11,public,"fastq,sra,activ_sars2_vcf","s3,gs","gs.US,s3.us-east-1",SRX13586828,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,not applicable,Illumina MiSeq,Hamster5_DI,Nasal Wash from Syrian Golden Hamster (Mesocricetus auratus),40.7882 N 73.9531 W,TD005532_AG_18838,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Original from sample,ILLUMINA,2022-01-03T00:00:00Z,H_Cage5_DI_4dpi_NW,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y,,female
SRR17415263,WGS,300,67725000,PRJNA793894,SAMN24592493,SARS-CoV-2: clinical or host-associated,35450443,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-06-11,public,"fastq,sra,activ_sars2_vcf","gs,s3","gs.US,s3.us-east-1",SRX13586817,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,not applicable,Illumina MiSeq,Hamster4_DC,Nasal Wash from Syrian Golden Hamster (Mesocricetus auratus),40.7882 N 73.9531 W,TD005532_AG_18837,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Original from sample,ILLUMINA,2022-01-03T00:00:00Z,H_Cage4_DC_4dpi_NW,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y,,female
SRR17415275,WGS,300,33830700,PRJNA793894,SAMN24592489,SARS-CoV-2: clinical or host-associated,17723169,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-06-11,public,"fastq,activ_sars2_vcf,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX13586805,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,not applicable,Illumina MiSeq,Hamster2_DC,Nasal Wash from Syrian Golden Hamster (Mesocricetus auratus),40.7882 N 73.9531 W,TD005532_AG_18833,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Original from sample,ILLUMINA,2022-01-03T00:00:00Z,H_Cage2_DC_4dpi_NW,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y,,female
SRR17415286,WGS,300,47253600,PRJNA793894,SAMN24592488,SARS-CoV-2: clinical or host-associated,26216295,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-06-11,public,"sra,fastq,activ_sars2_vcf","gs,s3","s3.us-east-1,gs.US",SRX13586794,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,not applicable,Illumina MiSeq,Hamster1_DC,Nasal Wash from Syrian Golden Hamster (Mesocricetus auratus),40.7882 N 73.9531 W,TD005556_AG_18832,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Original from sample,ILLUMINA,2022-01-03T00:00:00Z,H_Cage1_DC_4dpi_NW,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y,,female
SRR17415297,WGS,300,37184700,PRJNA793894,SAMN24592487,SARS-CoV-2: clinical or host-associated,19784361,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-06-11,public,"fastq,activ_sars2_vcf,sra","s3,gs","gs.US,s3.us-east-1",SRX13586783,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,not applicable,Illumina MiSeq,Hamster1_DI,Nasal Wash from Syrian Golden Hamster (Mesocricetus auratus),40.7882 N 73.9531 W,TD005532_AG_18831,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Original from sample,ILLUMINA,2022-01-03T00:00:00Z,H_Cage1_DI_4dpi_NW,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y,,female
SRR17415298,WGS,300,78555600,PRJNA793894,SAMN24592478,SARS-CoV-2: clinical or host-associated,42660737,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-06-09,public,"fastq,activ_sars2_vcf,sra","gs,s3","s3.us-east-1,gs.US",SRX13586782,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,not applicable,Illumina MiSeq,Hamster1_DC,Nasal Wash from Syrian Golden Hamster (Mesocricetus auratus),40.7882 N 73.9531 W,TD005556_AG_18822,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Original from sample,ILLUMINA,2022-01-03T00:00:00Z,H_Cage1_DC_2dpi_NW,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y,,female
SRR17415299,WGS,300,36411000,PRJNA793894,SAMN24592477,SARS-CoV-2: clinical or host-associated,19307531,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-06-09,public,"fastq,activ_sars2_vcf,sra","gs,s3","gs.US,s3.us-east-1",SRX13586781,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,not applicable,Illumina MiSeq,Hamster1_DI,Nasal Wash from Syrian Golden Hamster (Mesocricetus auratus),40.7882 N 73.9531 W,TD005532_AG_18821,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Original from sample,ILLUMINA,2022-01-03T00:00:00Z,H_Cage1_DI_2dpi_NW,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y,,female
SRR17415302,WGS,300,72210300,PRJNA793894,SAMN24592530,SARS-CoV-2: clinical or host-associated,44910130,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-11-16,public,"activ_sars2_vcf,sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX13586956,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,Homo sapiens,Illumina MiSeq,Human pneumocyte-like cells (in vitro cell culture),Viral supernantants from pneumocyte infected cells,40.7882 N 73.9531 W,TD005760_AG_23581,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Passage 2,ILLUMINA,2022-01-03T00:00:00Z,20_80_1_24h,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y (20:80 ratio),Biological replicate 1,
SRR17415303,WGS,300,67937700,PRJNA793894,SAMN24592529,SARS-CoV-2: clinical or host-associated,41973468,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-11-16,public,"sra,fastq,activ_sars2_vcf","s3,gs","gs.US,s3.us-east-1",SRX13586955,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,Homo sapiens,Illumina MiSeq,Human pneumocyte-like cells (in vitro cell culture),Viral supernantants from pneumocyte infected cells,40.7882 N 73.9531 W,TD005760_AG_23580,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Passage 2,ILLUMINA,2022-01-03T00:00:00Z,40_60_3_24h,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y (40:60 ratio),Biological replicate 3,
SRR17415304,WGS,300,66164100,PRJNA793894,SAMN24592528,SARS-CoV-2: clinical or host-associated,40952947,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-11-16,public,"activ_sars2_vcf,sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX13586954,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,Homo sapiens,Illumina MiSeq,Human pneumocyte-like cells (in vitro cell culture),Viral supernantants from pneumocyte infected cells,40.7882 N 73.9531 W,TD005760_AG_23579,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Passage 2,ILLUMINA,2022-01-03T00:00:00Z,40_60_2_24h,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y (40:60 ratio),Biological replicate 2,
SRR17415305,WGS,300,60118200,PRJNA793894,SAMN24592527,SARS-CoV-2: clinical or host-associated,36350373,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-11-16,public,"sra,activ_sars2_vcf,fastq","gs,s3","gs.US,s3.us-east-1",SRX13586953,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,Homo sapiens,Illumina MiSeq,Human pneumocyte-like cells (in vitro cell culture),Viral supernantants from pneumocyte infected cells,40.7882 N 73.9531 W,TD005760_AG_23578,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Passage 2,ILLUMINA,2022-01-03T00:00:00Z,40_60_1_24h,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y (40:60 ratio),Biological replicate 1,
